fips,med.surg.beds,ped.med.surg.bed,icu.beds,nicu.beds,ped.icu.beds,calc.tot.beds,lisc.beds,tot.staffed.facility.beds,tot.staffed.hosp.beds,facility.inpatient.days,hosp.inpatiend.days
18063,158,16,28,0,0,260,287,260,0,49840,0
18151,20,0,0,0,0,25,25,25,0,3607,0
18035,209,14,18,23,0,396,344,396,0,99773,0
18055,41,0,9,0,0,57,57,57,0,6456,0
18085,46,0,14,0,0,88,72,88,0,13173,0
18141,217,34,38,44,12,763,1076,763,0,177675,0
18157,221,14,26,31,0,499,395,499,0,113343,0
18033,29,4,8,0,0,72,56,72,0,10031,0
18137,14,0,5,0,0,25,25,25,0,4733,0
18093,44,0,6,0,0,60,50,60,0,6106,0
18021,15,0,0,0,0,25,25,25,0,1248,0
18165,17,0,4,0,0,21,25,21,0,1692,0
18183,21,0,4,0,0,30,30,30,0,4561,0
18005,145,9,17,0,0,229,325,229,0,35371,0
18041,0,0,0,0,0,75,0,75,0,11336,0
18061,0,0,0,0,0,25,0,25,0,4329,0
18107,24,0,5,0,0,40,103,40,0,5318,0
18001,21,0,4,0,0,224,433,224,29,61983,7936
18039,197,12,25,8,0,368,517,368,0,69725,0
18029,43,0,8,0,0,80,75,80,0,15049,0
18053,56,12,19,0,0,133,0,133,0,24876,0
18167,141,7,24,7,0,482,363,482,0,109339,0
18023,25,0,0,0,0,25,25,25,0,1567,0
18081,55,0,6,0,0,189,125,189,0,39273,0
18017,64,0,6,0,0,268,83,268,0,63226,0
18133,0,0,0,0,0,25,0,25,0,2622,0
18059,20,3,24,0,0,68,69,68,0,11196,0
18031,16,2,0,0,0,395,412,395,25,87987,3587
18009,15,0,0,0,0,15,15,15,0,2301,0
18069,24,0,6,0,0,36,36,36,0,4577,0
18037,51,6,26,0,0,137,152,137,123,22141,17564
18113,22,0,4,0,0,31,31,31,0,4978,0
18149,15,0,0,0,0,15,53,15,0,1370,0
18087,17,0,4,0,0,25,25,25,0,3188,0
18011,26,0,8,0,0,70,88,70,0,15613,0
18077,58,0,8,0,0,227,86,227,0,59325,0
18181,25,0,0,0,0,25,25,25,0,2301,0
18109,0,0,0,0,0,115,0,115,0,10745,0
18065,0,0,0,0,0,90,0,90,0,8164,0
18079,17,0,0,0,0,17,20,17,0,744,0
18117,25,0,0,0,0,25,25,25,0,748,0
18103,15,0,4,0,0,25,25,25,0,3233,0
18075,20,0,0,0,0,35,35,35,0,3728,0
18051,20,1,4,0,0,70,70,70,25,14524,1548
18073,21,0,4,0,0,46,46,46,25,4754,1364
18177,105,10,30,0,0,401,434,401,0,114573,0
18049,17,0,4,0,0,25,25,25,0,3687,0
18139,25,0,0,0,0,25,25,25,0,1409,0
18175,25,0,0,0,0,25,25,25,0,458,0
18143,0,0,0,0,0,25,0,25,0,3015,0
18071,68,5,7,0,0,93,166,93,0,9294,0
18145,26,0,8,0,0,46,89,46,0,9252,0
18153,18,0,4,0,0,25,25,25,0,1964,0
18123,16,0,4,0,0,25,25,25,0,4896,0
18159,19,0,6,0,0,25,25,25,0,2894,0
18127,0,0,0,0,0,292,0,292,0,61219,0
18083,56,5,14,0,0,158,144,158,0,32816,0
18169,14,0,2,0,0,18,18,18,0,2794,0
18027,23,3,5,0,0,72,74,72,0,11977,0
18171,16,0,0,0,0,16,16,16,0,2240,0
18131,19,0,0,0,0,25,25,25,0,3231,0
18135,14,1,0,0,0,18,25,18,0,1654,0
17019,316,26,41,25,0,723,729,723,0,175401,0
17131,22,0,0,0,0,22,22,22,0,1142,0
17031,6930,555,1031,656,165,17640,14777,17640,87,4079197,15056
17119,326,4,101,0,0,761,1022,761,136,160483,25273
17043,1128,60,191,77,9,2343,2367,2343,100,569770,33929
17161,301,0,26,0,0,470,510,470,314,67568,53056
17001,176,12,16,0,0,314,327,314,294,72979,66847
17201,530,29,49,52,7,864,919,864,0,191980,0
17197,575,21,58,0,0,921,893,921,0,191412,0
17167,509,39,62,40,10,1094,1147,1094,0,300739,0
17181,23,0,0,0,0,126,126,126,25,22210,1743
17089,541,24,78,0,0,1256,1273,1256,0,287011,0
17143,522,38,51,40,16,1079,1168,1079,101,289675,17567
17097,491,24,69,0,0,1183,1074,1183,193,265888,48957
17163,319,0,34,0,0,741,453,741,228,134441,49245
17055,16,0,0,0,0,16,16,16,0,1159,0
17113,189,26,26,0,0,352,370,352,137,64030,27329
17027,0,0,0,0,0,65,0,65,0,3786,0
17057,34,4,5,0,0,87,87,87,49,16964,7643
17077,116,14,13,13,0,192,179,192,0,42028,0
17117,25,0,0,0,0,50,25,50,0,3908,0
17061,13,2,0,0,0,15,25,15,0,361,0
17067,15,0,0,0,0,18,18,18,0,2215,0
17121,43,10,12,0,0,146,124,146,0,23040,0
17029,84,6,9,0,0,132,149,132,0,23699,0
17157,25,0,0,0,0,461,321,461,0,39380,0
17183,90,9,14,0,0,351,198,351,0,68412,0
17039,0,0,0,0,0,25,0,25,0,1472,0
17115,312,32,46,0,0,534,530,534,0,72172,0
17037,85,0,16,0,0,192,123,192,0,34116,0
17103,43,10,6,0,0,80,80,80,0,9915,0
17145,42,0,0,0,0,42,42,42,0,5424,0
17049,90,6,10,0,0,123,133,123,0,15178,0
17165,38,0,0,0,0,94,77,94,0,17179,0
17203,11,0,0,0,0,11,25,11,0,1214,0
17191,21,0,4,0,0,55,55,55,25,9953,2107
17025,10,0,0,0,0,10,20,10,0,2911,0
17177,78,0,0,0,0,100,100,100,0,13844,0
17085,0,0,0,0,0,25,0,25,0,4000,0
17095,53,5,6,0,0,190,81,190,0,34199,0
17073,41,0,7,0,0,86,88,86,23,17648,3006
17053,16,1,3,0,0,67,82,67,25,16691,3775
17005,26,2,0,0,0,42,42,42,0,4857,0
17111,205,0,31,0,0,376,391,376,5,92559,8896
17125,0,0,0,0,0,20,0,20,0,1074,0
17199,77,0,8,0,0,260,114,260,0,59011,0
17135,42,1,4,0,0,50,50,50,0,6834,0
17179,89,10,12,0,0,180,177,180,30,27911,2338
17137,63,9,9,0,0,118,131,118,103,17860,13378
17083,42,0,4,0,0,46,59,46,0,2591,0
17091,243,14,42,0,0,500,500,500,0,81593,0
17099,107,0,13,0,0,161,171,161,0,24468,0
17101,25,0,0,0,0,25,25,25,0,2148,0
17107,22,0,0,0,0,25,25,25,0,4021,0
17109,31,0,7,0,0,60,60,60,0,7187,0
17065,0,0,0,0,0,25,0,25,0,3480,0
17127,0,0,0,0,0,25,0,25,0,2739,0
17187,23,0,0,0,0,23,23,23,0,1499,0
17147,0,0,0,0,0,16,0,16,0,1276,0
17063,65,4,12,0,0,89,89,89,0,14010,0
17195,98,6,8,0,0,122,124,122,0,15856,0
17185,0,0,0,0,0,25,0,25,0,2513,0
17081,65,0,16,0,0,165,134,165,0,33075,0
17189,14,0,0,0,0,42,50,42,14,9379,1624
17159,24,4,8,0,0,86,118,86,52,13948,4477
17021,43,1,0,0,0,47,47,47,0,3707,0
17045,25,0,0,0,0,25,25,25,0,2147,0
17149,9,2,4,0,0,25,35,25,0,2461,0
17105,33,0,5,0,0,42,42,42,0,6265,0
17011,50,0,9,0,0,69,69,69,0,8702,0
17033,18,0,0,0,0,63,25,63,25,8830,2334
17141,13,0,4,0,0,17,17,17,0,1214,0
17069,25,0,0,0,0,25,25,25,0,3534,0
17169,22,0,0,0,0,22,22,22,0,1571,0
17173,30,0,0,0,0,30,30,30,0,1684,0
17051,0,0,0,0,0,110,0,110,0,18372,0
17075,19,0,6,0,0,60,60,60,25,11735,1498
26075,171,6,14,0,0,598,484,598,0,129374,0
26125,1866,85,266,97,8,4377,4464,4377,133,1095639,29298
26163,2654,168,371,148,44,5773,6154,5773,169,1445457,30189
26065,233,43,18,33,12,983,712,983,0,233790,0
26091,69,0,9,0,0,91,113,91,0,10531,0
26055,320,9,20,12,0,442,442,442,0,99138,0
26071,8,1,1,0,0,12,25,12,0,2487,0
26077,549,38,25,45,8,1040,899,1040,0,258260,0
26049,672,52,91,44,13,1242,1221,1242,415,306462,96887
26017,207,34,13,0,0,348,399,348,0,77872,0
26081,901,110,152,87,30,2561,2397,2561,0,567283,0
26145,436,16,62,45,8,1285,1436,1285,910,327889,225728
26117,64,0,12,0,0,186,196,186,46,35683,9641
26005,25,0,0,0,0,25,25,25,0,2276,0
26121,229,4,33,0,0,397,409,397,0,82389,0
26099,792,11,118,0,0,1428,1373,1428,0,335046,0
26057,13,5,18,0,0,96,96,96,0,23849,0
26161,542,138,102,67,46,1960,1883,1960,0,564219,0
26025,135,0,20,0,0,543,494,543,167,120658,40617
26007,78,0,9,0,0,125,146,125,0,17933,0
26063,59,0,2,0,0,138,102,138,25,22115,3149
26021,25,0,0,0,0,344,44,344,0,55246,0
26107,33,0,4,0,0,48,69,48,0,5336,0
26093,34,0,4,0,0,137,235,137,0,36620,0
26165,30,0,6,0,0,49,49,49,0,9588,0
26157,49,1,0,0,0,243,50,243,0,63927,0
26029,21,0,0,0,0,25,25,25,0,2623,0
26045,45,0,0,0,0,45,45,45,0,3772,0
26035,45,0,0,0,0,49,49,49,0,2474,0
26023,36,0,4,0,0,62,87,62,0,11676,0
26151,15,0,0,0,0,114,15,114,0,16622,0
26027,17,0,5,0,0,25,25,25,0,902,0
26041,9,0,8,0,0,25,25,25,0,4105,0
26019,8,0,0,0,0,47,47,47,8,9598,4
26123,9,0,9,0,0,25,25,25,0,4544,0
26137,29,0,10,0,0,80,80,80,46,16703,5988
26051,25,0,0,0,0,25,25,25,0,1383,0
26139,92,2,14,0,0,261,138,261,0,37281,0
26039,60,0,6,0,0,110,110,110,71,20073,8626
26061,40,4,8,0,0,121,121,121,36,28744,3511
26015,28,0,4,0,0,39,49,39,0,6666,0
26059,32,0,4,0,0,93,114,93,54,18578,7074
26067,18,0,4,0,0,22,22,22,0,2194,0
26043,29,4,4,0,0,66,49,66,0,11762,0
26053,18,1,3,0,0,25,25,25,0,3702,0
26103,151,2,18,10,0,285,332,285,0,50518,0
26079,8,0,0,0,0,112,112,112,8,35952,83
26013,13,2,0,0,0,15,15,15,0,2109,0
26087,97,0,10,0,0,159,222,159,140,32407,27351
26105,15,0,6,0,0,30,49,30,0,7918,0
26153,10,0,2,0,0,12,12,12,0,1670,0
26101,31,0,0,0,0,45,45,45,0,4088,0
26111,181,4,10,0,0,270,324,270,0,55139,0
26115,72,0,10,0,0,100,238,100,0,24612,0
26073,54,4,8,0,0,78,118,78,0,8300,0
26003,0,0,0,0,0,11,0,11,0,577,0
26095,15,0,0,0,0,64,64,64,25,14397,1755
26011,0,0,0,0,0,64,0,64,0,12088,0
26131,10,0,0,0,0,56,64,56,10,14136,510
26155,54,3,7,0,0,150,150,150,118,27829,18537
26159,66,0,8,0,0,84,84,84,0,5284,0
26047,84,12,18,0,0,188,202,188,0,38151,0
26147,189,14,47,4,0,323,398,323,0,64624,0
26133,25,0,0,0,0,75,75,75,25,18690,2207
26097,15,0,0,0,0,63,63,63,15,19587,2357
26037,23,0,2,0,0,25,25,25,0,2424,0
26033,38,0,6,0,0,120,120,120,69,31768,13693
26127,24,0,0,0,0,24,24,24,0,816,0
26149,75,2,8,0,0,109,144,109,0,7609,0
26069,0,0,0,0,0,20,0,20,0,2718,0
26129,78,0,0,0,0,88,88,88,0,7285,0
55129,24,6,0,0,0,34,25,34,0,3713,0
55009,338,29,20,42,4,741,1102,741,0,144382,0
55071,82,0,10,0,0,129,236,129,0,14049,0
55105,84,6,4,0,0,306,274,306,0,65520,0
55079,1280,65,118,195,46,3747,4088,3747,0,918662,0
55059,145,33,0,5,0,273,74,273,0,55114,0
55133,270,0,0,34,0,1035,1137,1035,0,221291,0
55139,177,3,0,16,0,559,541,559,0,127062,0
55089,148,0,0,11,0,245,247,245,0,52912,0
55035,226,0,0,17,0,403,661,403,0,90574,0
55095,44,0,3,0,0,59,78,59,0,11447,0
55073,135,0,16,15,0,523,424,523,42,147626,5007
55083,26,0,0,0,0,26,35,26,0,1445,0
55127,41,0,2,0,0,84,134,84,0,13333,0
55101,160,14,0,18,0,372,715,372,0,76063,0
55067,16,0,2,0,0,24,25,24,0,4271,0
55025,520,66,69,96,21,1727,1263,1727,0,489063,0
55087,180,0,0,15,0,337,332,337,0,66201,0
55003,20,0,0,0,0,35,35,35,0,4612,0
55109,45,0,3,0,0,64,75,64,0,7374,0
55111,72,0,6,0,0,115,61,115,0,12748,0
55005,54,0,5,0,0,72,90,72,0,13498,0
55027,89,0,3,0,0,252,245,252,48,48862,4188
55047,17,0,0,0,0,25,0,25,0,3614,0
55053,12,1,0,0,0,17,25,17,0,2635,0
55017,67,0,0,0,0,151,242,151,0,19991,0
55043,31,0,0,0,0,127,85,127,35,33631,4349
55015,15,0,0,0,0,15,25,15,0,1153,0
55021,16,0,1,0,0,157,25,157,9,42369,5020
55065,25,0,0,0,0,25,25,25,0,1100,0
55049,15,0,0,0,0,69,25,69,25,17686,3458
55091,25,0,0,0,0,25,25,25,0,1304,0
55125,46,0,0,0,0,64,124,64,0,9819,0
55039,100,0,0,0,0,180,189,180,0,32996,0
55055,33,0,0,0,0,49,49,49,0,4711,0
55001,25,0,0,0,0,25,0,25,0,720,0
55013,17,0,0,0,0,67,17,67,17,14730,1044
55131,62,0,0,0,0,104,141,104,0,19582,0
55113,1,0,0,0,0,75,0,75,5,26478,2725
55123,38,0,0,0,0,38,50,38,0,4376,0
55063,223,12,14,27,4,414,656,414,0,90833,0
55107,25,0,0,0,0,25,25,25,0,1405,0
55075,31,0,10,0,0,59,55,59,0,9655,0
55141,188,12,20,15,5,319,647,319,16,91209,3334
55057,13,0,0,0,0,111,0,111,14,40312,2614
55119,6,1,0,0,0,93,103,93,15,23189,2298
55033,19,0,0,0,0,25,25,25,0,3796,0
55069,18,0,0,0,0,18,43,18,0,1978,0
55045,44,0,0,0,0,58,95,58,0,8782,0
55019,16,0,0,0,0,16,25,16,0,4948,0
55135,40,0,0,0,0,50,0,50,0,6176,0
55121,19,0,0,0,0,66,18,66,3,20630,2344
55099,22,0,0,0,0,25,25,25,0,1453,0
55023,21,0,0,0,0,25,25,25,0,3473,0
55085,28,0,0,0,0,64,73,64,0,10694,0
55103,18,0,3,0,0,25,25,25,0,3854,0
55093,14,0,0,0,0,18,25,18,0,1888,0
55115,18,0,0,0,0,22,0,22,0,4523,0
55117,68,0,0,6,0,173,370,173,0,25127,0
55081,35,0,0,0,0,111,50,111,0,24527,0
55097,27,0,0,0,0,35,94,35,0,12516,0
55029,16,0,0,0,0,55,55,55,25,14262,4727
55031,25,0,0,0,0,25,25,25,0,2888,0
55137,25,0,0,0,0,25,0,25,0,1867,0
21093,103,20,10,6,0,448,300,448,253,105772,54206
21047,0,0,0,0,0,507,592,507,0,108372,0
21059,199,15,19,20,0,440,527,440,330,86639,67284
21067,1097,63,166,98,16,2497,2413,2497,158,660060,47634
21227,217,0,18,0,0,698,365,698,0,161624,0
21025,0,0,0,0,0,54,0,54,0,9330,0
21015,51,0,18,0,0,187,147,187,131,49717,35857
21037,61,0,14,0,0,180,304,180,121,41780,30506
21235,94,8,10,4,0,305,305,305,0,50713,0
21111,1553,134,166,116,26,3694,4051,3694,0,948669,0
21019,89,10,12,0,0,599,214,599,0,185026,0
21121,19,0,6,0,0,25,25,25,0,3630,0
21179,12,0,12,0,0,42,40,42,0,9958,0
21157,25,0,0,0,0,25,25,25,0,2466,0
21151,61,0,12,0,0,83,130,83,0,15201,0
21221,0,0,0,0,0,19,0,19,0,724,0
21001,0,0,0,0,0,32,0,32,0,4544,0
21217,70,0,8,0,0,90,90,90,0,10094,0
21041,0,0,0,0,0,25,0,25,0,2372,0
21117,168,0,46,12,0,550,534,550,0,135842,0
21097,20,0,6,0,0,34,61,34,0,4194,0
21021,0,0,0,0,0,159,0,159,0,37776,0
21069,0,0,0,0,0,52,0,52,0,5815,0
21073,0,0,0,0,0,116,0,116,0,30019,0
21213,25,0,0,0,0,25,25,25,0,7819,0
21209,37,0,7,0,0,58,75,58,0,5803,0
21009,0,0,0,0,0,114,0,114,0,19752,0
21087,0,0,0,0,0,45,0,45,0,7643,0
21177,0,0,0,0,0,105,0,105,0,23330,0
21027,0,0,0,0,0,43,0,43,0,9379,0
21095,44,12,7,0,0,103,150,103,0,18520,0
21167,0,0,0,0,0,25,0,25,0,1484,0
21183,21,0,0,0,0,30,25,30,0,3171,0
21193,189,13,8,0,0,358,358,358,0,71019,0
21101,69,0,12,15,0,121,192,121,0,15561,0
21131,25,0,0,0,0,25,25,25,0,3592,0
21065,25,0,0,0,0,25,25,25,0,4762,0
21185,26,0,7,0,0,65,90,65,41,11996,7216
21155,0,0,0,0,0,60,0,60,0,5949,0
21085,0,0,0,0,0,75,0,75,0,12877,0
21107,99,4,20,0,0,207,445,207,0,38536,0
21045,0,0,0,0,0,24,0,24,0,2743,0
21125,0,0,0,0,0,116,0,116,0,24420,0
21127,65,0,6,0,0,90,90,90,0,9369,0
21055,0,0,0,0,0,48,0,48,0,7546,0
21071,25,0,0,0,0,189,25,189,0,26430,0
21083,0,0,0,0,0,227,0,227,0,21754,0
21231,25,0,0,0,0,25,25,25,0,1359,0
21161,83,0,6,0,0,100,0,100,0,6495,0
21013,30,26,4,0,0,223,97,223,0,34095,0
21205,0,0,0,0,0,133,0,133,0,24224,0
21225,25,0,0,0,0,25,25,25,0,4845,0
21173,30,0,2,0,0,42,42,42,0,6557,0
21203,0,0,0,0,0,105,0,105,0,31384,0
21035,66,0,10,0,0,259,378,259,109,70302,21515
21145,211,4,20,6,0,610,386,610,0,105369,0
21115,0,0,0,0,0,72,0,72,0,7817,0
21017,17,0,4,0,0,58,58,58,0,24000,0
21195,268,10,78,8,0,451,488,451,88,114712,16482
21033,0,0,0,0,0,25,0,25,0,1122,0
21141,24,0,6,0,0,30,75,30,0,2998,0
21003,25,0,0,0,0,135,135,135,25,46440,7298
21211,26,0,0,0,0,30,70,30,0,1793,0
21137,0,0,0,0,0,25,0,25,0,2539,0
21199,0,0,0,0,0,295,0,295,0,53831,0
21171,0,0,0,0,0,49,0,49,0,6228,0
21239,0,0,0,0,0,17,0,17,0,1676,0
21175,25,0,0,0,0,25,25,25,0,673,0
21133,72,4,6,0,0,89,90,89,0,15660,0
21081,16,0,0,0,0,24,25,24,0,591,0
21049,0,0,0,0,0,79,0,79,0,17459,0
21207,23,0,2,0,0,25,25,25,0,3365,0
21053,0,0,0,0,0,42,0,42,0,4131,0
21057,0,0,0,0,0,25,0,25,0,3825,0
21099,0,0,0,0,0,25,0,25,0,2604,0
21051,0,0,0,0,0,49,0,49,0,6731,0
21139,0,0,0,0,0,25,0,25,0,3741,0
47021,0,0,0,0,0,12,0,12,0,466,0
47037,564,129,120,96,42,4368,2104,4368,259,1127205,58116
47189,0,0,0,0,0,245,0,245,0,48604,0
47177,0,0,0,0,0,85,0,85,0,12153,0
47179,398,20,38,39,10,816,701,816,68,211316,18978
47107,0,0,0,0,0,63,0,63,0,8690,0
47163,305,0,41,0,0,894,587,894,0,185322,0
47157,1671,175,228,204,46,4285,4521,4285,366,1079379,100692
47065,736,49,139,64,14,2125,1358,2125,0,551310,0
47091,2,0,0,0,0,2,2,2,0,69,0
47149,18,0,0,0,0,488,217,488,0,107698,0
47069,15,0,0,0,0,175,25,175,0,48849,0
47183,18,0,6,0,0,97,100,97,0,15146,0
47093,842,0,74,67,7,1612,1612,1612,360,413306,88394
47067,10,0,0,0,0,10,10,10,0,664,0
47011,113,4,24,0,0,186,351,186,0,39580,0
47005,15,0,0,0,0,25,25,25,0,1508,0
47159,0,0,0,0,0,35,0,35,0,4992,0
47081,0,0,0,0,0,65,0,65,0,12125,0
47187,0,0,0,0,0,355,40,355,0,77355,0
47125,0,0,0,0,0,273,0,273,0,60843,0
47119,83,6,26,0,0,235,255,235,0,54800,0
47141,0,0,0,0,0,281,38,281,0,65210,0
47167,22,6,8,0,0,50,100,50,0,2814,0
47035,61,0,12,0,0,85,189,85,0,17176,0
47143,0,0,0,0,0,25,0,25,0,3436,0
47043,0,0,0,0,0,130,0,130,0,22882,0
47019,54,0,8,0,0,74,121,74,0,15474,0
47045,95,0,14,0,0,124,225,124,0,15571,0
47171,48,0,0,0,0,94,48,94,48,17115,1376
47103,0,0,0,0,0,313,0,313,0,90434,0
47165,85,0,20,6,0,235,159,235,0,55691,0
47059,50,6,16,0,1,213,240,213,31,48459,11279
47145,46,0,6,0,0,52,54,52,0,10230,0
47169,0,0,0,0,0,25,0,25,0,2677,0
47113,191,13,43,34,0,697,817,697,0,172721,0
47089,0,0,0,0,0,54,0,54,0,7053,0
47013,50,0,6,0,0,211,0,211,0,17188,0
47111,0,0,0,0,0,25,0,25,0,2427,0
47099,0,0,0,0,0,99,0,99,0,9007,0
47117,12,0,0,0,0,12,25,12,0,452,0
47077,0,0,0,0,0,45,0,45,0,7351,0
47133,0,0,0,0,0,82,0,82,0,11876,0
47135,0,0,0,0,0,53,0,53,0,6481,0
47105,25,0,5,0,0,30,50,30,0,9583,0
47031,0,0,0,0,0,171,0,171,0,25016,0
47009,117,0,16,0,0,275,380,275,199,74359,51793
47053,17,0,3,0,0,28,70,28,0,1908,0
47063,88,0,0,0,0,131,167,131,0,27486,0
47029,0,0,0,0,0,47,0,47,0,9258,0
47001,171,0,15,0,0,230,301,230,0,50618,0
47079,37,8,9,0,0,202,278,202,86,43758,13626
47039,0,0,0,0,0,40,0,40,0,4832,0
47007,25,0,0,0,0,25,25,25,0,2712,0
47055,19,1,3,0,0,56,95,56,0,8583,0
47073,16,0,2,0,0,22,50,22,0,3189,0
47071,29,0,0,0,0,122,131,122,49,28328,5295
47155,42,0,8,0,0,128,133,128,77,27727,14595
47051,0,0,0,0,0,190,0,190,0,25247,0
47003,33,0,8,0,0,49,60,49,0,3907,0
47185,0,0,0,0,0,60,0,60,0,7643,0
47147,37,5,8,0,0,80,109,80,0,10889,0
47123,0,0,0,0,0,59,0,59,0,8513,0
47025,28,0,5,0,0,105,185,105,33,29786,3973
47131,50,2,7,0,0,63,137,63,0,7462,0
47085,0,0,0,0,0,25,0,25,0,2355,0
47181,25,0,0,0,0,25,80,25,0,2221,0
47015,0,0,0,0,0,60,0,60,0,8302,0
47083,15,0,0,0,0,15,25,15,0,1542,0
47017,10,0,3,0,0,35,70,35,0,5368,0
47041,0,0,0,0,0,56,0,56,0,4478,0
47151,25,0,0,0,0,25,0,25,0,1635,0
1095,152,0,20,0,0,204,240,204,0,36389,0
1089,558,38,83,33,11,1302,1171,1302,0,332518,0
1097,248,16,49,0,0,1498,768,1498,0,421584,0
1101,456,49,64,65,0,1197,1078,1197,0,310993,0
1117,138,0,24,0,0,283,252,283,0,63257,0
1103,0,0,0,0,0,110,0,110,0,30406,0
1069,105,4,13,6,0,661,235,661,0,184083,0
1073,1578,159,275,152,24,4389,3267,4389,0,1148492,0
1055,140,11,40,0,0,671,390,671,0,135575,0
1125,337,12,72,36,0,1984,1098,1984,181,621453,59877
1113,27,0,8,0,0,93,128,93,0,26605,0
1015,65,22,14,0,0,286,323,286,0,77151,0
1123,25,8,0,0,0,94,81,94,0,10223,0
1039,40,0,5,0,0,147,99,147,0,18651,0
1027,0,0,0,0,0,129,0,129,0,29987,0
1083,47,1,10,0,0,71,71,71,0,15004,0
1053,0,0,0,0,0,82,0,82,0,10256,0
1003,95,0,10,0,0,348,178,348,0,83133,0
1041,0,0,0,0,0,93,0,93,0,15195,0
1019,45,0,0,0,0,45,60,45,0,4162,0
1007,35,0,0,0,0,180,166,180,49,44773,4150
1129,0,0,0,0,0,20,0,20,0,2453,0
1043,113,6,12,0,0,145,145,145,0,30879,0
1091,0,0,0,0,0,47,0,47,0,9713,0
1051,0,0,0,0,0,96,0,96,0,13478,0
1031,78,0,7,0,0,99,131,99,0,8584,0
1023,0,0,0,0,0,25,0,25,0,2659,0
1005,0,0,0,0,0,47,0,47,0,6409,0
1063,0,0,0,0,0,92,0,92,0,19770,0
1035,0,0,0,0,0,39,0,39,0,4833,0
1057,35,2,8,0,0,167,183,167,45,46564,4300
1021,30,0,6,0,0,36,30,36,0,2429,0
1077,143,17,30,0,0,321,263,321,0,56562,0
1049,0,0,0,0,0,115,0,115,0,16369,0
1061,0,0,0,0,0,147,0,147,0,44890,0
1065,0,0,0,0,0,20,0,20,0,2578,0
1013,0,0,0,0,0,61,0,61,0,6731,0
1025,0,0,0,0,0,60,0,60,0,7977,0
1093,32,0,4,0,0,71,71,71,0,9108,0
1127,80,0,12,0,0,178,267,178,0,35946,0
1099,0,0,0,0,0,44,0,44,0,4790,0
1009,19,0,6,0,0,25,25,25,0,5022,0
1081,226,10,20,0,0,549,645,549,333,158830,81312
1045,0,0,0,0,0,69,0,69,0,10934,0
1115,34,0,6,0,0,40,40,40,0,6834,0
1001,44,0,6,0,0,50,85,50,0,14352,0
1059,22,0,0,0,0,114,25,114,0,13067,0
1071,0,0,0,0,0,92,0,92,0,12643,0
1047,94,23,10,0,0,149,175,149,0,16870,0
1033,86,16,12,0,0,280,185,280,0,50524,0
1121,0,0,0,0,0,173,0,173,0,25204,0
1109,0,0,0,0,0,43,0,43,0,6217,0
1011,0,0,0,0,0,54,0,54,0,8704,0
1119,0,0,0,0,0,33,0,33,0,3550,0
1133,0,0,0,0,0,59,0,59,0,7707,0
1107,0,0,0,0,0,52,0,52,0,7616,0
1079,0,0,0,0,0,43,0,43,0,3059,0
1111,15,0,0,0,0,15,15,15,0,1033,0
28087,112,12,18,0,0,236,315,236,0,41964,0
28049,999,110,135,142,32,2444,2427,2444,124,648218,20768
28131,25,0,0,0,0,25,25,25,0,5241,0
28121,261,0,17,36,0,773,987,773,0,169804,0
28081,403,19,50,18,4,797,807,797,640,184720,132955
28095,80,10,9,6,0,130,130,130,0,12427,0
28075,403,33,39,16,0,1020,1105,1020,108,262688,44500
28073,134,0,12,0,0,261,261,261,0,50003,0
28123,50,0,0,0,0,80,80,80,35,17460,9213
28019,15,0,0,0,0,88,88,88,15,23134,2667
28149,224,14,22,0,0,394,396,394,0,47466,0
28059,159,29,48,0,0,361,435,361,0,68892,0
28047,391,23,57,23,0,1199,834,1199,0,260195,0
28041,7,0,0,0,0,7,7,7,0,1319,0
28055,57,19,16,6,0,171,227,171,0,33145,0
28061,16,0,0,0,0,126,126,126,16,41449,2333
28045,80,0,12,0,0,102,102,102,0,3952,0
28117,41,0,10,0,0,66,114,66,0,6222,0
28085,50,0,8,0,0,79,99,79,0,10574,0
28013,25,0,0,0,0,145,145,145,25,38138,3574
28089,25,4,7,0,0,43,67,43,0,5459,0
28079,25,0,0,0,0,25,25,25,0,5951,0
28157,16,0,0,0,0,16,25,16,0,3179,0
28135,18,0,0,0,0,116,116,116,18,39008,4472
28027,140,10,10,0,0,181,181,181,0,10439,0
28011,43,12,8,0,0,129,164,129,94,25094,12536
28031,25,0,0,0,0,95,95,95,35,25509,5275
28091,43,0,6,0,0,49,49,49,0,3104,0
28003,133,16,24,0,0,200,200,200,0,37078,0
28067,129,7,13,0,0,424,533,424,176,125130,36365
28083,125,16,8,0,0,208,208,208,0,19880,0
28043,30,15,9,0,0,58,142,58,0,8702,0
28035,323,10,40,6,0,545,545,545,0,134878,0
28029,25,0,0,0,0,25,25,25,0,5663,0
28093,20,0,0,0,0,40,40,40,0,3526,0
28017,65,0,0,0,0,84,84,84,0,5220,0
28133,55,10,0,0,0,143,144,143,35,35370,8783
28141,40,0,0,0,0,48,48,48,0,2245,0
28151,0,0,0,0,0,39,39,39,0,8415,0
28033,222,0,30,0,0,540,556,540,108,130861,24174
28007,25,0,0,0,0,25,25,25,0,3055,0
28051,25,0,0,0,0,25,25,25,0,2572,0
28159,14,0,0,0,0,144,161,144,24,44248,4425
28039,39,0,6,0,0,48,48,48,0,3272,0
28103,25,0,0,0,0,85,85,85,25,23201,3655
28127,69,0,0,0,0,79,79,79,0,10263,0
